Wavelength,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303
199.306,15,-14,-15,8,-1,-7,-17,10,-18,-5,-7,-10,-4,-12,-18,-3,10,2,-25,-11,-19,-10,-9,-5,3,-17,-7,-7,-9,-16,-29,-1,0,-28,5,-2,-17,-7,-30,-24,-21,-16,-14,-15,-6,-8,-19,-12,-23,-11,2,-14,-33,-14,-3,6,-8,-16,12,3,-3,-36,1,-24,-4,-21,-17,-9,4,-15,-6,-39,-6,-24,-20,-38,-2,-15,2,9,2,-33,-27,-15,-10,-2,-7,-11,-12,-13,-14,-15,1,4,-15,-5,-36,-24,1,-11,-18,-16,-11,-13,-30,-28,2,-8,-12,-5,-13,-13,0,-24,5,-15,3,-23,-35,7,-37,-4,-15,-4,-8,-38,-8,-14,-16,-14,9,-9,-9,3,-12,-43,3,-11,-14,-29,-9,8,1,-10,-9,0,0,-20,-16,16,-2,5,-14,-5,-28,-11,10,-7,-13,-12,-11,-15,-6,-11,-23,-18,-15,-15,19,4,-5,-6,-15,2,-18,-9,-18,-43,-37,-32,0,4,-2,-15,-15,-6,-12,-21,-10,-16,-8,-16,14,-7,-19,-28,1,-13,-12,-9,-44,9,-8,5,-25,-16,14,-22,5,-4,8,-13,-31,-7,-19,-2,3,-22,-13,-23,-12,-46,-13,-22,-23,-25,-11,-22,-2,-17,2,7,0,2,3,-1,-10,-29,-11,-32,-10,-17,-10,-31,-30,-3,0,-23,-5,-13,-2,-20,-30,-18,-13,-17,-20,-22,-19,-29,-16,-19,-3,-13,-11,-9,-18,-13,-12,-15,-16,12,-24,2,-18,-1,-15,0,-4,-19,4,6,-11,-13,-8,-43,-31,-11,-13,4,-34,-37,10,-11,-6,-15,-9,-4,-5,-9,-5,-18,-13
200.108,-5,-5,-21,-5,-44,-37,-19,-11,-18,-16,3,-19,-13,3,-22,-15,-9,-31,-34,-4,1,-24,-17,-17,-10,12,-12,-11,-14,-8,-27,-34,-2,-28,-2,-18,-14,-18,-34,1,-22,-29,-27,-18,-11,-36,-14,-30,-24,3,-37,-6,3,-8,-9,-21,-7,-28,13,-11,-26,-14,-17,-8,-26,-29,-16,-13,-21,-16,-35,-31,-30,-26,-12,-16,-11,-26,-7,-6,-19,-57,-25,-25,-25,-34,-34,-11,-4,-11,-40,-22,-1,-42,-23,-20,-36,-20,-3,-46,9,-37,10,-10,-14,-18,-11,-21,-10,-12,-20,3,-31,-12,-5,-14,-19,-27,-25,-6,-13,-18,-20,-8,-11,-31,14,-14,-16,-29,-32,-14,-15,-3,-6,-20,-10,-17,-10,-19,-19,-21,-10,-16,-14,-18,-5,-17,8,-2,-22,-10,-3,-13,-27,-26,-11,-51,-16,-30,-10,-23,-20,-15,-15,-34,-7,-11,2,-13,-25,-20,-5,-4,-6,-5,-19,-8,-4,-18,-13,-19,-13,-22,-25,-24,9,-21,-21,-28,-8,-22,12,-3,-3,-42,-26,-19,-12,-19,11,-25,-11,-30,-15,-11,-21,11,-21,-21,-20,-14,-13,-32,-7,-25,-31,-28,-21,-15,-22,-17,-24,-28,-29,-38,-6,-20,-43,-18,-25,0,-7,-30,-40,-25,-23,-28,-15,-27,17,-31,-21,-30,-18,-18,-13,-17,-34,-26,-18,-9,-52,-33,-8,-12,-7,-31,-19,-15,-40,-39,-35,-34,-41,-32,-17,-4,-11,-15,-16,-6,-1,-1,-37,-13,-30,-25,-17,-16,-27,-7,-16,-27,-54,-32,-10,-26,-11,-23,-25,-13,-31,-26,-25,-30,-38,-25,-35,-2,-11,-41,-26
200.91,9,-9,-12,-36,-3,-7,-13,-24,9,-3,-9,16,-15,-17,-26,-56,-1,-18,-3,-6,-15,-17,-18,-1,-11,0,4,-7,-8,2,-5,4,-6,-18,-14,7,-7,-12,2,-11,-20,-23,-26,-31,-12,-20,-4,-24,17,-27,-7,-12,-13,-25,3,-7,-38,-12,0,-10,-4,0,-13,-12,-9,0,1,-38,-14,13,-14,-11,-5,-25,-14,-18,-17,-24,-13,1,-19,0,-23,-7,-15,-9,-1,-19,-7,-2,1,-14,-17,-9,-33,5,-8,-15,-19,-18,-24,-13,-10,-19,-3,-1,16,-19,-18,6,-30,-18,-2,-13,2,-14,12,-28,-18,-6,-28,-19,-2,-16,-5,-6,-10,-4,-24,-18,-20,-8,-5,-3,-18,0,-16,-13,18,11,1,-20,-5,-9,-1,1,-39,0,-11,-6,4,8,-8,0,-35,4,-9,-17,-32,9,-4,-11,-14,-5,-6,-14,-5,14,-8,-10,-16,2,-11,-6,10,11,3,-19,-35,-14,2,-10,-21,-16,-33,-9,-18,-5,-6,-25,-15,-5,-13,-7,-22,-4,-16,-2,-1,-5,-21,-9,-34,-16,-1,-4,-24,-9,-20,-2,7,-14,-34,-5,-22,-6,-20,-21,-22,-7,-21,4,-9,-1,-16,-24,0,-1,-21,-16,-41,-32,-31,-13,-25,-7,-14,-11,-18,-18,-11,-1,1,-1,3,-5,-20,-30,-9,0,-14,-6,2,-11,-26,-15,-16,-14,-12,28,-17,-16,-22,-11,-29,-5,-1,-31,-38,-26,-26,-22,-14,-13,-11,-16,-7,-17,-8,3,-21,-37,-17,16,-17,-15,-20,-18,-26,-18,-29,-18,-13,-9,-34,-18,-29,-11,-2,4,-12,-7,-26
201.711,10,-27,-8,-23,-34,-29,-12,-16,-15,-24,-20,-41,-45,-40,-26,-13,-11,-24,-25,-26,-24,-3,-28,-9,-31,-28,-16,-23,-8,-2,-10,-34,4,-25,-24,-22,-25,-14,-19,-25,-26,-20,-4,-5,-33,-25,-20,-18,-32,-19,-14,-25,-25,-18,-24,-42,-25,-37,-10,-20,-1,-29,-26,-23,-35,-28,-27,-20,-17,-14,-29,-34,-16,-54,-34,-34,-30,-45,-13,-4,-16,-17,-17,-19,-25,-19,-4,-20,-20,-27,-10,-23,-33,-36,-17,9,-33,-7,-24,-36,-28,-13,-37,-14,-15,-24,-26,-16,-17,-33,-31,-39,-15,-19,-20,0,11,-17,-18,-24,-26,-10,-31,-10,-20,-16,-14,-18,-18,-11,-10,-21,-31,-2,-19,-4,-11,-12,-21,-30,7,-28,2,-1,-27,-37,-23,-2,-20,-23,-11,-23,-30,-24,-29,-13,-16,-9,-32,-27,-5,-37,-34,-12,-41,-8,-18,-6,-41,-16,-14,1,0,-9,-29,-21,-19,-46,-15,-24,-20,-21,-43,-32,-26,-6,-24,-28,-7,-28,-36,-10,-13,-45,-20,-46,-17,-20,-15,-34,-2,-24,-15,-32,-12,-16,-26,-24,-46,-24,-31,-16,6,-6,-44,-45,-24,-34,-48,-10,-27,-38,-18,-23,-4,-39,-37,-32,-28,-12,-20,-13,4,-27,5,-18,-34,-11,-23,-29,-37,-18,-40,-27,-25,-29,-12,-19,-31,-30,-32,-45,-20,-19,-49,-37,-24,-23,-29,-28,-26,-39,-37,-23,-30,-33,-25,-36,-4,-21,-19,-22,-36,-12,-17,-23,-20,-22,-22,-12,-39,-28,-18,10,-43,-14,-34,-30,-24,-37,-11,-25,-28,-7,-25,-16,-46,-19,-25,-22,-20,-17,-24
202.513,3,-17,-16,-33,-40,-37,-34,-37,-15,-26,-30,-22,-49,-23,-51,-33,-13,-40,-38,-29,-23,-46,-31,-36,-37,-39,-43,-29,-22,-15,-43,-29,-28,-22,-36,-10,-21,-14,-40,-39,-20,-31,-23,-40,-28,-21,-42,-34,-20,-36,-70,-57,-38,-32,-20,-33,-21,-41,-27,-28,-30,-31,-32,0,-19,-35,-52,-20,-47,-5,-32,-26,-24,-57,-33,-36,-32,-19,-42,-52,-19,-52,-33,-27,-18,-22,-33,-36,-26,-31,-25,-25,-43,-18,-32,-37,-51,-37,-36,-32,-32,-41,-29,-47,-51,-28,-42,-34,-29,-19,-34,-35,-24,-46,-35,-49,-31,-29,-27,-42,-47,-10,-48,-25,-37,-43,-30,-24,-27,-41,-20,-10,-43,-43,-27,-27,-13,-32,-38,-47,-28,-23,-30,-21,-33,-12,-17,-32,-25,-50,-27,-29,-21,-10,-49,-13,-33,-40,-54,-25,-37,-42,-14,-24,-28,-12,-46,-33,-29,-31,-52,-35,-24,-30,-44,-17,-31,-26,-82,-63,-33,-51,-37,-40,-42,-33,-27,-47,-34,-21,-36,-38,-21,-19,-15,-18,-35,-45,-30,-36,-26,-35,-20,-21,-14,-39,-87,-44,-32,-28,-29,-22,-56,-25,-26,-62,-43,-30,-45,-41,-46,-21,-41,-21,-32,-50,-26,-40,-34,-26,-41,-31,-33,-42,-48,-24,-31,-39,-23,-22,-45,-29,-48,-51,-25,-24,-41,-49,-34,-39,-31,-25,-25,-15,-39,-46,-46,-11,-23,-52,-29,-51,-50,-38,-54,-25,-64,-34,-41,-26,-36,-21,-50,-36,-34,-27,-44,-21,-48,-30,-40,-48,-49,-42,-24,-33,-42,-32,-26,-43,-27,-52,-6,-30,-44,-33,-24,-17,-27,-52,-33,-43,-50
203.315,3,-17,2,-6,-21,-16,-17,-5,-25,-33,-12,-7,-26,-30,-5,-12,-39,-21,-25,-2,-10,-27,-13,-11,-5,-23,-26,10,-23,-6,-5,-13,-22,-14,-22,-11,-5,-12,-33,-14,-21,-30,-13,-10,-11,-24,-18,-20,-20,-18,-5,-23,-11,-15,8,-27,-18,-28,-30,-47,-16,-24,-16,-18,-20,-29,-35,-29,-20,-26,-15,-8,-13,-14,-12,-13,-31,-26,-19,-4,-29,-33,-18,-24,-3,-1,-14,2,-8,-29,-7,-20,20,-10,-14,-29,-22,-24,-20,4,-27,0,-8,5,-21,-8,-21,-10,-26,-17,-25,-17,-10,-24,-12,-12,-31,-32,-2,-21,1,-16,-24,-10,-34,-43,-20,-17,0,-25,-24,-9,-5,-13,-16,-2,-21,-22,-23,-3,-5,-10,2,-23,-21,0,-30,-26,-28,-2,-11,-6,-1,-29,18,-28,-7,-10,-19,-30,-28,-22,-19,-24,-2,-33,-10,-16,-11,-16,19,-47,-30,-23,-19,-25,-11,-18,-15,-2,-20,-12,-27,-32,-28,1,-8,-37,-23,-12,-10,-8,-39,-24,-22,-16,-12,-23,-24,-15,-32,-32,-4,-20,-7,-20,-7,-31,-2,-38,0,-31,-12,-32,-12,-23,-15,-17,-23,-16,-30,-27,-7,-29,-18,-33,-16,-25,-15,-3,-17,-39,-16,-17,-17,-19,-29,-9,-18,-8,-15,-33,-43,-34,-15,-22,-22,-24,-13,-9,-13,-40,1,-19,-27,-13,-24,-23,-34,-11,-16,-30,-16,-19,-36,-27,-13,-27,-44,-10,-32,-22,-16,-17,-21,-19,-28,-22,-24,-48,-26,-23,-24,-23,-16,-20,30,-42,-19,-22,-17,-19,-5,-12,-21,-40,-51,-24,-23,-37,-37,-25,-11
204.117,-10,-26,-34,-50,-24,-28,-41,-23,-33,-30,-54,-57,-46,-42,-43,-27,-48,-37,-45,-18,-21,-20,-38,-36,-43,-52,-48,-31,-31,-42,-31,-43,-51,-40,-45,-27,-45,-33,-41,-27,-41,-44,-45,-39,-39,-28,-31,-55,-48,-32,-28,-41,-54,-50,-14,-26,-53,-18,-27,-49,-41,-33,-44,-6,-39,-64,-32,-44,-40,-40,-23,-45,-59,-43,-44,-18,-35,-53,-17,-17,-49,-38,-50,-54,-14,-49,-43,-55,-56,-43,-56,-37,-38,-77,-27,-32,-24,-30,-33,-57,-41,-22,-41,-51,-25,-29,-39,-60,-35,-46,-42,-50,-41,-42,-36,-31,-37,-47,-6,-31,-68,-19,-34,-12,-35,-53,-51,-47,-20,-56,-42,-55,-37,-35,-53,-38,-61,-58,-37,-47,-41,-38,-33,-34,-41,-67,-14,-26,-44,-19,-29,-35,-57,-56,-39,-19,-51,-13,-40,-15,-33,-43,-38,-13,-33,-47,-19,-49,-39,-28,-26,-34,-32,-36,-41,-46,-57,-38,-30,-35,-54,-43,-54,-41,-8,-52,-43,-40,-68,-46,-30,-49,-48,-41,-35,-33,-33,-27,-38,-61,-36,-46,-45,-31,-53,-37,-48,-32,-24,20,-52,-45,-58,-40,-27,-30,-9,-60,-30,-37,-41,-34,-88,-36,-32,-17,-27,-54,-61,-41,-28,-44,-33,-47,-54,-40,-87,-42,-37,-45,-33,-51,-50,-43,-37,-57,-40,-22,-69,-35,-39,-38,-48,-24,-28,-46,-45,-47,-25,-29,-30,-29,-23,-35,-42,-50,-16,-46,-57,-59,-54,-55,-40,-58,-38,-58,-31,-24,-56,-40,-35,-39,-54,-29,-47,-30,-35,-27,-57,-45,-50,-52,-47,-41,-42,-49,-45,-50,-47,-45,-33,-64,-39
204.918,-10,-53,-32,-28,-18,-24,-15,-42,-32,-32,-35,-48,-48,-21,-29,-52,-33,-23,-48,-41,-40,-33,-23,-67,-28,-20,-50,-38,-38,-51,-19,-50,-47,-51,-25,-33,-60,-48,-31,-44,-36,-32,-41,-44,-40,-44,-46,-28,-42,-26,-44,-30,-19,-25,-45,-32,-41,-44,-32,-19,-36,-54,-25,-46,-39,-24,-46,-39,-39,-44,-41,-38,-35,-49,-61,-33,-37,-42,-31,-40,-40,-32,-46,-24,-42,-45,-33,-36,-26,-29,-22,-43,-41,-51,-53,-48,-42,-38,-32,-55,-52,-55,-35,-30,-54,-37,-58,-26,-43,-51,-43,-47,-23,-33,-59,-29,-36,-44,-33,-45,-52,-44,-37,-46,-19,-35,-77,-34,-58,-45,-60,-28,-31,-42,-39,-38,-44,-37,-33,-47,-30,-38,-27,-23,-49,-26,-32,-24,-34,-33,-52,-34,-58,-20,-6,-34,-27,-27,-24,-32,-24,-34,-41,-37,-31,-29,-53,-61,-44,-43,-70,-51,-66,-37,-37,-41,-27,-34,-30,-41,-41,-49,-25,-34,-37,-31,-49,-45,-27,-23,-24,-27,-47,-36,-45,-24,-46,-25,-39,-33,-25,-11,-53,-38,-43,-58,-50,-37,-40,-41,-43,-55,-39,-49,-17,-51,-24,-59,-31,-36,-59,-38,-53,-19,-42,-50,-48,-21,-25,-40,-37,-46,-56,-51,-47,-32,-51,-70,-63,-47,-32,-37,-38,-57,-35,-49,-42,-65,-35,-56,-31,-47,-23,-52,-55,-48,-48,-49,-48,-8,-41,-60,-29,-40,-47,-41,-45,-44,-49,-49,-45,-51,-41,-37,-46,-44,-42,-49,-50,-41,-35,-53,-55,-54,-53,-46,-38,-53,-39,-61,-45,-31,-73,-47,-29,-31,-59,-58,-51,-30,-32,-46,-45
205.72,3,-27,-38,-27,-15,-28,-20,-58,-41,-26,-18,-28,-28,-26,-31,-44,-17,-22,-26,-15,-12,-41,-32,-24,-27,12,-34,-35,-34,-15,-21,-29,-6,-20,-18,-25,-18,-19,-15,0,-13,-18,-30,-28,-20,-28,-12,-19,-24,-37,-13,-14,-14,-17,-22,-41,-20,-32,-35,-28,-14,-10,1,-55,-33,-18,-13,-32,-14,-29,-34,-21,-18,-37,-39,-25,-37,-22,-28,-26,-28,2,-20,-25,-22,-37,-30,-20,-24,-49,-19,-33,-22,-14,-6,-45,-22,-15,-28,-14,-40,-24,-22,-13,5,0,-25,-20,-6,-14,-21,-21,-19,-9,-26,-38,-14,-18,-27,-14,-21,-31,-19,-25,-28,-28,-39,-25,-23,-25,-11,-10,-41,-35,-17,-26,-23,-28,-12,-1,-48,-28,9,-20,-39,-14,-37,-27,0,-13,-15,-21,-13,-14,-36,-28,-28,-32,-28,-9,-18,-4,-7,-44,-30,-20,-13,-5,-56,-30,-51,-25,-32,-42,-8,-32,-3,-11,-9,-10,-40,-32,-35,-22,-15,-7,-10,-38,-17,-8,-44,-17,-70,-18,-30,-23,-16,-24,-23,-31,-33,-18,-41,-2,-8,-18,-41,-34,-35,-28,-15,-48,-25,-17,-30,-36,-36,-43,-72,-31,-25,-19,-37,-33,-36,-35,-30,-36,-22,-12,-14,-26,-50,1,-35,-33,-17,-17,-7,-24,-40,-33,-46,-17,-32,-34,-16,-21,-19,-21,-12,-26,-42,-27,-32,-38,-18,3,-32,-14,-19,-9,-40,-25,-33,-10,-46,-16,-28,-16,-25,-37,-14,-22,-38,-31,-16,-19,-37,-40,-41,-18,-35,-31,-37,-23,-19,-19,-22,-20,-19,-26,-24,-21,-26,-16,-63,-31,-8,-31,-10,-36,-38
206.522,14,-14,-32,-4,0,-26,-31,-36,-41,-35,-33,-9,-22,-33,-17,-20,-30,-36,-23,-18,-15,-31,-23,-20,-28,-23,-19,-30,-45,-25,-47,-26,-28,-53,-6,-35,-44,-29,-42,-27,-22,-25,-39,-6,-24,-32,-33,-35,-10,-40,-11,-18,-41,-34,-18,-30,-36,-10,-41,-12,-9,-29,-18,-16,-21,-39,-24,-30,-43,-30,-12,-35,-28,-26,-34,-30,-22,-7,-33,-10,-35,-48,-40,-21,-15,-17,-36,-28,-19,-37,-32,-32,-29,-13,-16,-14,-23,-32,-32,-30,-24,-4,-40,-39,-19,-24,-7,-17,-10,-7,-39,-39,-26,-37,-31,-16,-15,-12,-21,-29,-43,-19,-42,-30,-34,-29,-29,-40,-33,-36,-22,-29,-29,-39,-21,-37,-32,-38,-19,-7,-26,-25,-23,-20,-2,-14,18,-10,2,9,-35,-20,-28,-11,-16,-34,-4,-28,9,-24,-38,-15,-3,-14,-22,-38,-27,-24,-12,-41,-24,-37,-18,-5,-32,-38,-27,-17,-35,-25,-26,-31,-2,-40,-25,-6,-39,-9,-11,-28,0,-49,-18,-23,-25,-19,-23,-30,-17,-14,-27,-35,-46,-22,-13,-37,-11,-32,-44,-32,-36,-31,-6,-8,-15,-45,-19,-35,-38,-28,-55,-26,-38,-18,-6,-29,-35,-20,-17,-35,-34,9,-22,-41,-18,-32,-33,-43,-25,-23,-48,-58,-46,-25,-26,-32,-38,-8,-31,-31,-27,-22,-22,-23,-31,-27,-57,-25,-33,-82,-26,-27,-23,-25,-35,-34,-34,-3,-26,-29,-30,-26,-29,-30,-17,-31,-8,-30,-18,-31,-40,-26,-40,-25,-22,-22,-41,-32,-19,-35,-37,-34,-29,-35,-36,-14,-32,-48,-61,-46,-36,-29,-53
207.323,-21,-47,-25,-41,13,-66,-49,-11,-35,-55,-30,-38,-49,-3,-21,-42,-34,-23,-27,-39,-27,-16,-33,-24,-21,-26,-37,-23,-40,-39,-51,-37,-37,-45,-19,-32,-35,-18,-37,-23,-41,-33,-27,-51,-28,-48,-49,-16,-40,-47,-31,-54,-40,-50,-40,-50,-27,-34,-35,-32,-36,-52,-50,-57,-26,-29,-14,-49,-26,-35,-26,-42,-45,-31,-24,-23,-30,-19,-24,-48,-53,-29,-39,-24,-28,-47,-37,-31,-18,-31,-48,-52,-40,-29,-35,-31,-43,-32,-56,-60,-32,-34,-48,-50,-39,-18,-33,-25,-45,-39,-81,-33,-37,-46,-24,-30,-34,-42,-49,-51,-36,-48,-40,-37,-51,-42,-26,-31,-34,-31,-66,-51,-21,-27,-34,-41,-33,-43,-46,-40,-31,-39,-23,-36,-45,-38,-23,-45,-24,-21,-36,-15,-17,-41,-37,-26,-20,-45,-36,-39,-68,-49,-42,-18,-21,-33,-63,-34,-52,-34,-23,-42,-43,-18,-46,-15,-40,-23,-46,-15,-40,-52,-34,-32,-38,-48,-58,-21,-32,-42,-51,-42,-48,-50,-31,-28,-42,-38,-28,-54,-32,-44,-24,-46,-42,-46,-44,-42,-37,-39,-50,-36,-42,-68,-36,-42,-30,-25,-36,-36,-49,-52,-40,-41,-39,-33,-38,-39,-40,-30,-35,-46,-40,-17,-61,-24,-45,-31,-27,-36,-40,-47,-38,-29,-42,-49,-37,-58,-39,-27,-27,-48,-48,-56,-40,-31,-32,-58,-41,-30,-62,-51,-54,-48,-48,-36,-29,-26,-50,-33,-60,-55,-38,-41,-67,-40,-42,-53,-42,-38,-29,-62,-28,-44,-46,-24,-31,-43,-38,-41,-31,-50,-51,-48,-35,-50,-28,-30,-60,-51,-53,-43,-24
208.125,19,-13,-25,-19,-20,-22,-22,-11,-20,-23,-21,-28,-27,-15,-19,-11,-30,-30,-18,-23,-40,-22,-31,-22,-27,-18,-2,-35,-25,-3,-21,-13,-3,-18,-14,3,-26,-14,-30,-19,-10,-40,-20,-3,-13,-10,-23,-35,-36,-24,-16,-16,-21,-33,7,-1,-34,-3,-25,-18,-30,-28,-2,7,-7,-18,-40,-6,-30,-48,-29,-26,-9,-27,-24,-11,-21,-26,-62,-4,-36,-21,-37,-13,-35,-20,-17,-5,-16,-19,-18,-22,-17,-18,-13,-28,-20,-19,-36,-28,-24,-13,-20,-21,-4,-8,-27,-10,-43,-15,-21,-33,-32,-15,-50,-43,-34,-19,-11,-29,-16,-13,-17,-20,-27,-24,-37,-13,-22,-42,-9,-15,-14,-5,-22,-21,-30,-11,-8,-27,-20,13,-18,-15,-16,-31,-25,-35,-6,-27,4,-13,-26,-4,-13,-27,-17,-36,-16,-1,-22,-23,-1,-14,-32,-25,-19,-24,-23,-40,-21,-29,-34,-40,-16,-25,-30,-31,5,-21,-19,-27,-15,-18,-14,-16,-25,-2,-46,-37,-17,-24,-12,-6,-13,-22,-22,-5,-29,-16,2,-21,-38,-13,-18,-38,-42,-26,-26,-56,-20,-28,-33,-20,-17,-21,-36,-14,-57,-20,-28,-25,-8,-32,-50,-26,-23,-17,-34,-24,-30,-34,-40,-11,-13,-20,-33,-13,-30,-4,-14,-29,-19,-19,-26,4,-30,-33,-10,-35,-23,-21,-28,-14,-26,-29,-22,-17,-28,-20,-11,-24,-17,-25,-29,-13,-14,-19,-34,-29,1,-23,-10,-23,-3,-13,-33,-38,-30,-10,-29,-23,-17,-20,-47,-23,-19,-17,-30,-14,-45,-16,-35,-18,-3,-36,-52,3,-15,-34,-30,18,-31
208.926,-7,-41,-16,-36,-35,-24,-20,-23,-26,-18,-36,-16,-20,-19,-9,-30,-31,-2,-42,-11,-14,-25,-16,-34,-38,-34,-39,-43,-13,-42,-38,-39,-48,-22,-25,-49,-32,-46,-24,-22,-36,-4,-19,-24,-22,-32,-39,-46,-59,-37,-40,-47,-26,-21,-25,-18,-35,-42,-8,-14,-38,-47,-31,-45,-38,-28,-61,-46,-36,8,-27,-33,-4,-49,-33,-43,-19,-29,-32,-16,-54,-30,-31,-24,-37,-29,-17,-28,-33,-33,-31,-24,-51,-36,-49,-22,-53,-47,-38,-34,-42,-26,-38,-11,-25,-31,-11,-33,-34,-26,-34,-24,-36,-39,-16,-27,-26,-62,-23,-37,-32,-44,-15,-21,-34,-42,-43,-43,-7,-33,-30,-48,-24,-25,-34,-39,-34,-15,-37,-20,-41,-7,-24,-64,-9,-29,-24,-18,-25,-37,-20,-35,-33,-20,-31,-21,-32,-24,-46,-10,-24,-17,-37,-37,-32,-41,-27,-23,-26,-24,-27,24,-31,-27,-27,-41,-44,-67,-33,-51,-37,-35,-35,-23,-45,-46,-45,-23,-24,-34,-46,-18,-22,-24,-31,-52,-17,-35,-20,-23,-19,-30,-19,-29,-42,-23,-37,-25,-40,-25,-28,-36,-40,-21,-33,-40,-30,-36,-18,-44,-24,-47,-3,-42,-37,-17,-36,-29,-23,-40,-27,-29,-22,-44,-14,-44,-16,-41,-52,-30,-38,-41,-33,-21,-32,-33,-33,-41,-20,-34,-44,-54,-34,-14,-34,-40,-42,-31,-48,-32,-31,-44,-53,-26,-56,-17,-29,-34,-49,-35,-27,-38,-39,-29,-39,-42,-25,-41,-27,-31,-30,-47,-6,-43,-47,-39,-49,-45,-30,-39,-21,-38,-35,-26,-35,-32,-44,-23,-50,-25,-32,-29,-7
209.728,-17,-30,-17,-2,-8,-8,-24,-17,-9,-25,-21,-2,-14,-9,-16,-12,-3,-27,-19,-6,-16,7,6,-12,-10,-8,-21,-6,-5,-2,-9,-11,-9,-28,-9,-21,7,-4,-18,-16,-9,-11,9,-18,-26,-12,14,-22,-16,-25,-21,-11,-9,-21,-55,-19,-20,-14,-16,-26,-1,-17,-30,-10,-33,-1,-9,-30,-13,-35,-13,-7,-33,-33,-18,-13,-35,-1,-20,-15,-40,-19,-18,-19,-29,1,-7,-30,4,-21,-10,-23,-27,-15,-13,-7,-5,-16,-30,-35,-26,-10,-23,-7,-32,-14,3,-34,-25,-15,-13,-37,-34,-35,-23,-23,-15,-25,-88,-25,-23,-18,-20,-23,-10,-26,-16,-43,-22,-3,-32,-21,-3,-10,-29,-37,22,-6,-6,-11,-12,-4,-10,-4,-18,-19,7,-12,-16,-29,0,-25,1,-29,-24,-16,2,4,-18,-11,17,4,-20,-18,-17,-2,-7,-11,-24,-45,-8,-7,-24,-17,-4,-34,4,-16,-15,-11,-10,-20,-28,-13,-10,-10,-11,-9,-17,-18,-16,-17,-35,-17,-27,-14,-2,-34,-20,-20,-15,1,-1,-17,-30,7,-13,-25,-28,-38,0,-48,-17,-21,-5,-2,-26,-30,-10,0,-23,-14,-31,-7,-4,-22,-27,-14,-15,-4,-3,-7,-23,-20,-30,-31,-59,-35,-22,-30,-12,-17,-23,-17,-40,-35,-24,-23,-12,-25,-24,-25,-17,-20,-36,-17,-17,-23,-24,-17,-40,-27,-32,-9,-15,-23,-15,-24,-38,-10,-25,-19,-33,-9,-15,-20,-34,16,-31,-18,-13,-33,-20,-12,-17,-36,-12,-24,11,6,-20,-23,-34,-17,-19,4,-10,-2,-20,-20,-27,-10,-11
